id_group,id_category,name_category,shortname_category,name,link,join_mode,no_members,rating,city,lat,lon,state,country,number_of_events,first_event_time,last_event_time,max_yes_at_one_event,no_member_who_ever_rsvpd_yes,created,time_bin,time_bin_year,sum_rsvp_yes_in_time_bin
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2009-07-01 00:00:00,2009-01-01 00:00:00,180
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2009-08-01 00:00:00,2009-01-01 00:00:00,83
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2009-09-01 00:00:00,2009-01-01 00:00:00,295
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2009-10-01 00:00:00,2009-01-01 00:00:00,142
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2009-11-01 00:00:00,2009-01-01 00:00:00,172
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2009-12-01 00:00:00,2009-01-01 00:00:00,110
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-01-01 00:00:00,2010-01-01 00:00:00,188
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-02-01 00:00:00,2010-01-01 00:00:00,216
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-03-01 00:00:00,2010-01-01 00:00:00,165
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-04-01 00:00:00,2010-01-01 00:00:00,182
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-05-01 00:00:00,2010-01-01 00:00:00,213
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-06-01 00:00:00,2010-01-01 00:00:00,209
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-07-01 00:00:00,2010-01-01 00:00:00,167
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-08-01 00:00:00,2010-01-01 00:00:00,231
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-09-01 00:00:00,2010-01-01 00:00:00,155
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-10-01 00:00:00,2010-01-01 00:00:00,192
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-11-01 00:00:00,2010-01-01 00:00:00,154
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2010-12-01 00:00:00,2010-01-01 00:00:00,5
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-01-01 00:00:00,2011-01-01 00:00:00,283
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-02-01 00:00:00,2011-01-01 00:00:00,229
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-03-01 00:00:00,2011-01-01 00:00:00,243
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-04-01 00:00:00,2011-01-01 00:00:00,146
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-05-01 00:00:00,2011-01-01 00:00:00,130
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-06-01 00:00:00,2011-01-01 00:00:00,139
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-07-01 00:00:00,2011-01-01 00:00:00,139
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-08-01 00:00:00,2011-01-01 00:00:00,107
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-09-01 00:00:00,2011-01-01 00:00:00,295
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-10-01 00:00:00,2011-01-01 00:00:00,339
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-11-01 00:00:00,2011-01-01 00:00:00,185
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2011-12-01 00:00:00,2011-01-01 00:00:00,120
145951,16,language/ethnic identity,language,The New York Spanish Language Meetup,http://www.meetup.com/spanishconversation/,open,9312,4.65,New York,40.75,-73.9800033569336,NY,US,751,2004-09-21 23:00:00,2014-09-05 22:30:00,128,4287,2002-10-01 00:00:00,2012-01-01 00:00:00,2012-01-01 00:00:00,316
