id_group,time_bin,sum
13663552,2014-01-01 00:00:00,19
13667922,2014-01-01 00:00:00,23
13668112,2014-01-01 00:00:00,360
13668362,2014-01-01 00:00:00,13
13668602,2014-01-01 00:00:00,63
13668742,2014-01-01 00:00:00,190
13669072,2014-01-01 00:00:00,1
13670692,2014-01-01 00:00:00,3
13671112,2014-01-01 00:00:00,3
13671232,2014-01-01 00:00:00,9
13671702,2014-01-01 00:00:00,3
13674332,2014-01-01 00:00:00,297
13674482,2014-01-01 00:00:00,5
13675822,2014-01-01 00:00:00,62
1367788,2009-01-01 00:00:00,11
1367788,2010-01-01 00:00:00,4
1367788,2011-01-01 00:00:00,4
1367788,2012-01-01 00:00:00,4
1367788,2013-01-01 00:00:00,18
1367788,2014-01-01 00:00:00,12
1367789,2009-01-01 00:00:00,71
1367789,2010-01-01 00:00:00,187
1367789,2011-01-01 00:00:00,213
1367789,2012-01-01 00:00:00,236
1367789,2013-01-01 00:00:00,263
1367789,2014-01-01 00:00:00,238
13679462,2014-01-01 00:00:00,3
13679612,2014-01-01 00:00:00,1
13682022,2014-01-01 00:00:00,85
1368776,2009-01-01 00:00:00,150
1368776,2010-01-01 00:00:00,331
1368776,2011-01-01 00:00:00,107
1368776,2012-01-01 00:00:00,45
1368776,2013-01-01 00:00:00,314
1368776,2014-01-01 00:00:00,110
13688022,2014-01-01 00:00:00,176
13689812,2014-01-01 00:00:00,27
13690202,2014-01-01 00:00:00,6
13690372,2014-01-01 00:00:00,65
13691842,2014-01-01 00:00:00,1
13692032,2014-01-01 00:00:00,3
13693442,2014-01-01 00:00:00,139
13693542,2014-01-01 00:00:00,3
13693782,2014-01-01 00:00:00,20
13694892,2014-01-01 00:00:00,50
1370046,2009-01-01 00:00:00,21
1370046,2010-01-01 00:00:00,16
1370046,2011-01-01 00:00:00,28
1370046,2012-01-01 00:00:00,8
1370046,2013-01-01 00:00:00,13
1370046,2014-01-01 00:00:00,8
13700542,2014-01-01 00:00:00,4
13701432,2014-01-01 00:00:00,13
13706092,2014-01-01 00:00:00,11
13706502,2014-01-01 00:00:00,29
13706652,2014-01-01 00:00:00,45
1371007,2009-01-01 00:00:00,45
1371007,2010-01-01 00:00:00,33
1371007,2013-01-01 00:00:00,25
1371007,2014-01-01 00:00:00,19
13710502,2014-01-01 00:00:00,381
13712382,2014-01-01 00:00:00,12
13712652,2014-01-01 00:00:00,13
13714612,2014-01-01 00:00:00,33
13716902,2014-01-01 00:00:00,1
13717092,2014-01-01 00:00:00,12
13717172,2014-01-01 00:00:00,1
13717222,2014-01-01 00:00:00,27
13717602,2014-01-01 00:00:00,142
13718262,2014-01-01 00:00:00,1
13719032,2014-01-01 00:00:00,47
1372152,2009-01-01 00:00:00,27
1372152,2010-01-01 00:00:00,13
1372152,2011-01-01 00:00:00,20
1372152,2012-01-01 00:00:00,27
1372152,2013-01-01 00:00:00,27
1372152,2014-01-01 00:00:00,12
13724162,2014-01-01 00:00:00,5
13725362,2014-01-01 00:00:00,24
13725802,2014-01-01 00:00:00,5
13726052,2014-01-01 00:00:00,5
13726232,2014-01-01 00:00:00,181
13728732,2014-01-01 00:00:00,7
13729232,2014-01-01 00:00:00,1
13729532,2014-01-01 00:00:00,7
1372957,2009-01-01 00:00:00,64
1372957,2010-01-01 00:00:00,76
1372957,2011-01-01 00:00:00,36
1372957,2012-01-01 00:00:00,17
13732072,2014-01-01 00:00:00,47
1373242,2009-01-01 00:00:00,73
1373242,2010-01-01 00:00:00,299
1373242,2011-01-01 00:00:00,300
1373242,2012-01-01 00:00:00,226
1373242,2013-01-01 00:00:00,140
1373242,2014-01-01 00:00:00,31
13733212,2014-01-01 00:00:00,1
13735522,2014-01-01 00:00:00,206
13735572,2014-01-01 00:00:00,2
1374186,2009-01-01 00:00:00,15
1374186,2010-01-01 00:00:00,42
1374186,2011-01-01 00:00:00,30
1374186,2012-01-01 00:00:00,18
1374186,2013-01-01 00:00:00,24
1374186,2014-01-01 00:00:00,48
13741922,2014-01-01 00:00:00,52
1374341,2009-01-01 00:00:00,18
1374341,2010-01-01 00:00:00,10
1374341,2011-01-01 00:00:00,4
1374341,2012-01-01 00:00:00,5
1374341,2013-01-01 00:00:00,1
1374341,2014-01-01 00:00:00,1
1374359,2009-01-01 00:00:00,2
1374359,2010-01-01 00:00:00,1
1374359,2011-01-01 00:00:00,2
13744162,2014-01-01 00:00:00,83
13747592,2014-01-01 00:00:00,3
13748342,2014-01-01 00:00:00,4
13749082,2014-01-01 00:00:00,54
13750622,2014-01-01 00:00:00,26
1375652,2009-01-01 00:00:00,22
1375652,2010-01-01 00:00:00,43
1375652,2011-01-01 00:00:00,18
1375652,2012-01-01 00:00:00,30
1375652,2013-01-01 00:00:00,5
13757272,2014-01-01 00:00:00,55
13757492,2014-01-01 00:00:00,1
13758222,2014-01-01 00:00:00,7
13760832,2014-01-01 00:00:00,1
13762362,2014-01-01 00:00:00,7
13762452,2014-01-01 00:00:00,10
13765012,2014-01-01 00:00:00,186
13765232,2014-01-01 00:00:00,46
13765572,2014-01-01 00:00:00,58
137667,2004-01-01 00:00:00,8
137667,2005-01-01 00:00:00,50
137667,2006-01-01 00:00:00,45
137667,2007-01-01 00:00:00,48
137667,2008-01-01 00:00:00,145
137667,2009-01-01 00:00:00,150
137667,2010-01-01 00:00:00,147
137667,2011-01-01 00:00:00,109
137667,2012-01-01 00:00:00,154
137667,2013-01-01 00:00:00,131
137667,2014-01-01 00:00:00,99
13767602,2014-01-01 00:00:00,28
13768402,2014-01-01 00:00:00,9
13769942,2014-01-01 00:00:00,6
1377006,2009-01-01 00:00:00,55
1377006,2010-01-01 00:00:00,108
1377006,2011-01-01 00:00:00,154
1377006,2012-01-01 00:00:00,5
1377006,2014-01-01 00:00:00,66
1377720,2009-01-01 00:00:00,198
1377720,2010-01-01 00:00:00,348
1377720,2011-01-01 00:00:00,604
1377720,2012-01-01 00:00:00,623
1377720,2013-01-01 00:00:00,985
1377720,2014-01-01 00:00:00,399
13777632,2014-01-01 00:00:00,2
13779482,2014-01-01 00:00:00,5
13779982,2014-01-01 00:00:00,2
13780692,2014-01-01 00:00:00,33
13783112,2014-01-01 00:00:00,42
1378405,2009-01-01 00:00:00,20
1378405,2010-01-01 00:00:00,18
1378405,2011-01-01 00:00:00,14
1378405,2012-01-01 00:00:00,6
1378405,2013-01-01 00:00:00,36
1378405,2014-01-01 00:00:00,32
13788232,2014-01-01 00:00:00,74
1379124,2009-01-01 00:00:00,9
1379124,2012-01-01 00:00:00,22
13792032,2014-01-01 00:00:00,19
13792202,2014-01-01 00:00:00,8
13792372,2014-01-01 00:00:00,6
1379250,2009-01-01 00:00:00,16
1379250,2010-01-01 00:00:00,14
1379250,2011-01-01 00:00:00,105
1379250,2012-01-01 00:00:00,43
1379250,2013-01-01 00:00:00,8
1379250,2014-01-01 00:00:00,12
13793832,2014-01-01 00:00:00,15
13794782,2014-01-01 00:00:00,148
13795442,2014-01-01 00:00:00,30
1379840,2009-01-01 00:00:00,2
1379840,2011-01-01 00:00:00,8
1379840,2012-01-01 00:00:00,36
1379840,2013-01-01 00:00:00,17
1379840,2014-01-01 00:00:00,11
13799642,2014-01-01 00:00:00,10
13799662,2014-01-01 00:00:00,5
1379977,2009-01-01 00:00:00,2
1379977,2010-01-01 00:00:00,174
1379977,2011-01-01 00:00:00,266
1379977,2012-01-01 00:00:00,1551
1379977,2013-01-01 00:00:00,4104
1379977,2014-01-01 00:00:00,2698
13800082,2014-01-01 00:00:00,31
13800682,2014-01-01 00:00:00,58
1380242,2009-01-01 00:00:00,26
1380242,2010-01-01 00:00:00,53
1380242,2011-01-01 00:00:00,56
1380242,2012-01-01 00:00:00,85
1380242,2013-01-01 00:00:00,101
1380242,2014-01-01 00:00:00,73
13802572,2014-01-01 00:00:00,1
13802872,2014-01-01 00:00:00,114
13806302,2014-01-01 00:00:00,21
1380712,2009-01-01 00:00:00,42
1380712,2010-01-01 00:00:00,56
1380712,2011-01-01 00:00:00,95
1380712,2012-01-01 00:00:00,60
1380712,2013-01-01 00:00:00,38
1380712,2014-01-01 00:00:00,18
13812142,2014-01-01 00:00:00,2
13813052,2014-01-01 00:00:00,101
1381885,2009-01-01 00:00:00,23
1381885,2010-01-01 00:00:00,52
1381885,2011-01-01 00:00:00,58
1381885,2012-01-01 00:00:00,124
1381885,2013-01-01 00:00:00,326
1381885,2014-01-01 00:00:00,103
1381996,2009-01-01 00:00:00,5
1381996,2010-01-01 00:00:00,2
1381996,2011-01-01 00:00:00,4
1381996,2012-01-01 00:00:00,1
1381996,2013-01-01 00:00:00,1
1381996,2014-01-01 00:00:00,130
1382251,2009-01-01 00:00:00,11
1382251,2010-01-01 00:00:00,30
1382251,2011-01-01 00:00:00,189
1382251,2012-01-01 00:00:00,827
1382251,2013-01-01 00:00:00,2227
1382251,2014-01-01 00:00:00,879
13824062,2014-01-01 00:00:00,13
13824212,2014-01-01 00:00:00,4
13824402,2014-01-01 00:00:00,50
13824722,2014-01-01 00:00:00,1
13824962,2014-01-01 00:00:00,15
13825882,2014-01-01 00:00:00,6
1382795,2009-01-01 00:00:00,1984
1382795,2010-01-01 00:00:00,211
1382795,2011-01-01 00:00:00,74
1382795,2013-01-01 00:00:00,99
13829272,2014-01-01 00:00:00,49
13830242,2014-01-01 00:00:00,19
1383148,2009-01-01 00:00:00,129
1383148,2010-01-01 00:00:00,34
1383148,2011-01-01 00:00:00,97
1383148,2012-01-01 00:00:00,321
1383148,2013-01-01 00:00:00,766
1383148,2014-01-01 00:00:00,2053
13832442,2014-01-01 00:00:00,27
1383775,2009-01-01 00:00:00,137
1383775,2010-01-01 00:00:00,106
1383775,2011-01-01 00:00:00,169
1383775,2012-01-01 00:00:00,333
1383775,2013-01-01 00:00:00,183
1383775,2014-01-01 00:00:00,25
13839212,2014-01-01 00:00:00,6
13847632,2014-01-01 00:00:00,11
13848972,2014-01-01 00:00:00,39
13849942,2014-01-01 00:00:00,11
13850212,2014-01-01 00:00:00,287
13853692,2014-01-01 00:00:00,31
1385573,2009-01-01 00:00:00,18
1385573,2010-01-01 00:00:00,14
1385573,2011-01-01 00:00:00,54
1385573,2012-01-01 00:00:00,21
1385573,2013-01-01 00:00:00,131
1385573,2014-01-01 00:00:00,159
1385617,2009-01-01 00:00:00,6
1385617,2010-01-01 00:00:00,4
1385617,2011-01-01 00:00:00,12
1385617,2012-01-01 00:00:00,6
1385617,2013-01-01 00:00:00,1
1385807,2009-01-01 00:00:00,3
1385807,2013-01-01 00:00:00,21
13859032,2014-01-01 00:00:00,1
13859462,2014-01-01 00:00:00,4
13861902,2014-01-01 00:00:00,64
13862442,2014-01-01 00:00:00,62
13862492,2014-01-01 00:00:00,44
13864122,2014-01-01 00:00:00,3
13864512,2014-01-01 00:00:00,4
13865112,2014-01-01 00:00:00,16
13866092,2014-01-01 00:00:00,81
1386976,2009-01-01 00:00:00,3
1386976,2010-01-01 00:00:00,6
1386976,2011-01-01 00:00:00,52
1386976,2012-01-01 00:00:00,153
1386976,2013-01-01 00:00:00,174
1386976,2014-01-01 00:00:00,126
13870612,2014-01-01 00:00:00,24
1387161,2009-01-01 00:00:00,15
1387161,2010-01-01 00:00:00,27
1387161,2011-01-01 00:00:00,20
1387161,2012-01-01 00:00:00,19
1387161,2013-01-01 00:00:00,15
1387161,2014-01-01 00:00:00,9
13872262,2014-01-01 00:00:00,89
13872372,2014-01-01 00:00:00,26
13872912,2014-01-01 00:00:00,26
13873522,2014-01-01 00:00:00,3
1387415,2009-01-01 00:00:00,115
1387415,2010-01-01 00:00:00,251
1387415,2011-01-01 00:00:00,459
1387415,2012-01-01 00:00:00,656
1387415,2013-01-01 00:00:00,848
1387415,2014-01-01 00:00:00,492
13874882,2014-01-01 00:00:00,29
13876612,2014-01-01 00:00:00,322
1387813,2009-01-01 00:00:00,138
1387813,2010-01-01 00:00:00,283
1387813,2011-01-01 00:00:00,310
1387813,2012-01-01 00:00:00,488
1387813,2013-01-01 00:00:00,380
1387813,2014-01-01 00:00:00,115
13880442,2014-01-01 00:00:00,21
1388429,2009-01-01 00:00:00,348
1388429,2010-01-01 00:00:00,1179
1388429,2011-01-01 00:00:00,1051
1388429,2012-01-01 00:00:00,1035
1388429,2013-01-01 00:00:00,1823
1388429,2014-01-01 00:00:00,1118
13886342,2014-01-01 00:00:00,53
13886942,2014-01-01 00:00:00,26
13886982,2014-01-01 00:00:00,3
13887532,2014-01-01 00:00:00,1
13887872,2014-01-01 00:00:00,10
13888022,2014-01-01 00:00:00,118
138890,2004-01-01 00:00:00,16
138890,2005-01-01 00:00:00,246
138890,2006-01-01 00:00:00,482
138890,2007-01-01 00:00:00,520
138890,2008-01-01 00:00:00,480
138890,2009-01-01 00:00:00,376
138890,2010-01-01 00:00:00,632
138890,2011-01-01 00:00:00,741
138890,2012-01-01 00:00:00,802
138890,2013-01-01 00:00:00,1043
138890,2014-01-01 00:00:00,811
13895622,2014-01-01 00:00:00,22
13896332,2014-01-01 00:00:00,5
1390088,2009-01-01 00:00:00,67
1390088,2010-01-01 00:00:00,45
1390088,2011-01-01 00:00:00,97
1390088,2012-01-01 00:00:00,100
1390088,2013-01-01 00:00:00,74
13902692,2014-01-01 00:00:00,883
13904192,2014-01-01 00:00:00,2
13906682,2014-01-01 00:00:00,22
13906812,2014-01-01 00:00:00,3
13907182,2014-01-01 00:00:00,16
13907472,2014-01-01 00:00:00,4
13908992,2014-01-01 00:00:00,19
13910322,2014-01-01 00:00:00,68
13912292,2014-01-01 00:00:00,24
13912462,2014-01-01 00:00:00,42
13913082,2014-01-01 00:00:00,35
13914252,2014-01-01 00:00:00,17
13914392,2014-01-01 00:00:00,13
13916122,2014-01-01 00:00:00,2
13916732,2014-01-01 00:00:00,26
1391738,2009-01-01 00:00:00,31
1391738,2010-01-01 00:00:00,52
1391738,2011-01-01 00:00:00,90
1391738,2012-01-01 00:00:00,168
1391738,2013-01-01 00:00:00,128
1391738,2014-01-01 00:00:00,67
13918672,2014-01-01 00:00:00,13
1392018,2009-01-01 00:00:00,2
1392018,2011-01-01 00:00:00,1
1392018,2012-01-01 00:00:00,15
1392018,2013-01-01 00:00:00,28
1392018,2014-01-01 00:00:00,2
13923442,2014-01-01 00:00:00,321
13926052,2014-01-01 00:00:00,80
13928482,2014-01-01 00:00:00,11
13928492,2014-01-01 00:00:00,19
13929462,2014-01-01 00:00:00,59
13929632,2014-01-01 00:00:00,53
13930012,2014-01-01 00:00:00,21
1393179,2009-01-01 00:00:00,19
1393179,2010-01-01 00:00:00,7
1393179,2011-01-01 00:00:00,21
1393179,2012-01-01 00:00:00,4
1393179,2013-01-01 00:00:00,3
13932072,2014-01-01 00:00:00,17
1393257,2009-01-01 00:00:00,117
1393257,2010-01-01 00:00:00,153
1393257,2011-01-01 00:00:00,94
1393257,2012-01-01 00:00:00,110
1393257,2013-01-01 00:00:00,139
1393257,2014-01-01 00:00:00,153
13932782,2014-01-01 00:00:00,8
13936292,2014-01-01 00:00:00,264
1393645,2009-01-01 00:00:00,262
1393645,2010-01-01 00:00:00,232
1393645,2011-01-01 00:00:00,425
1393645,2012-01-01 00:00:00,289
1393645,2013-01-01 00:00:00,351
1393645,2014-01-01 00:00:00,202
1393735,2009-01-01 00:00:00,156
1393735,2010-01-01 00:00:00,2
1393735,2011-01-01 00:00:00,2
1393735,2012-01-01 00:00:00,32
1393735,2013-01-01 00:00:00,37
1393735,2014-01-01 00:00:00,1
13937352,2014-01-01 00:00:00,214
13937722,2014-01-01 00:00:00,72
1394455,2009-01-01 00:00:00,81
1394455,2010-01-01 00:00:00,118
1394455,2011-01-01 00:00:00,124
1394455,2012-01-01 00:00:00,103
1394455,2013-01-01 00:00:00,89
1394455,2014-01-01 00:00:00,24
13944662,2014-01-01 00:00:00,1
13945822,2014-01-01 00:00:00,2
13946252,2014-01-01 00:00:00,23
13946552,2014-01-01 00:00:00,1
13947032,2014-01-01 00:00:00,30
13947892,2014-01-01 00:00:00,82
1394815,2009-01-01 00:00:00,19
1394815,2010-01-01 00:00:00,34
1394815,2011-01-01 00:00:00,21
1394815,2012-01-01 00:00:00,35
1394815,2013-01-01 00:00:00,47
1394815,2014-01-01 00:00:00,72
13948322,2014-01-01 00:00:00,262
1394848,2009-01-01 00:00:00,80
1394848,2010-01-01 00:00:00,167
1394848,2011-01-01 00:00:00,39
13950492,2014-01-01 00:00:00,6
13950702,2014-01-01 00:00:00,20
1395246,2009-01-01 00:00:00,56
1395246,2010-01-01 00:00:00,79
1395246,2011-01-01 00:00:00,155
1395246,2012-01-01 00:00:00,184
1395246,2013-01-01 00:00:00,222
1395246,2014-01-01 00:00:00,161
1395308,2009-01-01 00:00:00,170
1395308,2010-01-01 00:00:00,83
1395308,2011-01-01 00:00:00,22
1395308,2012-01-01 00:00:00,140
1395308,2013-01-01 00:00:00,29
1395308,2014-01-01 00:00:00,29
1395399,2009-01-01 00:00:00,68
1395399,2010-01-01 00:00:00,57
1395399,2012-01-01 00:00:00,69
1395399,2013-01-01 00:00:00,356
1395399,2014-01-01 00:00:00,13
13954242,2014-01-01 00:00:00,81
139547,2005-01-01 00:00:00,1
139547,2006-01-01 00:00:00,9
139547,2007-01-01 00:00:00,9
139547,2008-01-01 00:00:00,0
139547,2009-01-01 00:00:00,47
139547,2010-01-01 00:00:00,38
139547,2011-01-01 00:00:00,29
139547,2012-01-01 00:00:00,38
139547,2013-01-01 00:00:00,41
139547,2014-01-01 00:00:00,90
13954892,2014-01-01 00:00:00,28
1395569,2009-01-01 00:00:00,299
1395569,2010-01-01 00:00:00,306
1395569,2011-01-01 00:00:00,535
1395569,2012-01-01 00:00:00,420
1395569,2013-01-01 00:00:00,69
1395569,2014-01-01 00:00:00,27
13955902,2014-01-01 00:00:00,15
13957042,2014-01-01 00:00:00,19
13960282,2014-01-01 00:00:00,7
1396092,2009-01-01 00:00:00,8
1396092,2010-01-01 00:00:00,5
1396092,2011-01-01 00:00:00,59
1396092,2012-01-01 00:00:00,129
1396092,2013-01-01 00:00:00,76
1396092,2014-01-01 00:00:00,95
13962372,2014-01-01 00:00:00,22
13963922,2014-01-01 00:00:00,23
13964092,2014-01-01 00:00:00,5
1396466,2009-01-01 00:00:00,68
1396466,2010-01-01 00:00:00,30
1396466,2011-01-01 00:00:00,226
1396466,2012-01-01 00:00:00,453
1396466,2013-01-01 00:00:00,519
1396466,2014-01-01 00:00:00,684
13964912,2014-01-01 00:00:00,56
13965792,2014-01-01 00:00:00,25
13966982,2014-01-01 00:00:00,49
13967472,2014-01-01 00:00:00,29
13967602,2014-01-01 00:00:00,1
13967632,2014-01-01 00:00:00,28
13967702,2014-01-01 00:00:00,25
13968332,2014-01-01 00:00:00,2
13968572,2014-01-01 00:00:00,21
13969492,2014-01-01 00:00:00,11
13970742,2014-01-01 00:00:00,102
1397293,2009-01-01 00:00:00,15
1397293,2010-01-01 00:00:00,170
1397293,2011-01-01 00:00:00,94
1397293,2012-01-01 00:00:00,171
1397293,2013-01-01 00:00:00,63
1397293,2014-01-01 00:00:00,54
13973442,2014-01-01 00:00:00,9
13977292,2014-01-01 00:00:00,44
1397746,2009-01-01 00:00:00,174
1397746,2010-01-01 00:00:00,800
1397746,2011-01-01 00:00:00,1529
1397746,2012-01-01 00:00:00,1614
1397746,2013-01-01 00:00:00,1423
1397746,2014-01-01 00:00:00,689
1397777,2009-01-01 00:00:00,31
1397777,2010-01-01 00:00:00,8
1397777,2011-01-01 00:00:00,115
1397777,2012-01-01 00:00:00,318
1397777,2013-01-01 00:00:00,467
1397777,2014-01-01 00:00:00,442
13978292,2014-01-01 00:00:00,1
1397926,2009-01-01 00:00:00,23
1397926,2010-01-01 00:00:00,115
1397926,2011-01-01 00:00:00,165
1397926,2012-01-01 00:00:00,157
1397926,2013-01-01 00:00:00,111
1397926,2014-01-01 00:00:00,74
13979542,2014-01-01 00:00:00,3
13983132,2014-01-01 00:00:00,10
13983402,2014-01-01 00:00:00,22
13983632,2014-01-01 00:00:00,4
13985162,2014-01-01 00:00:00,30
1399059,2009-01-01 00:00:00,64
1399059,2010-01-01 00:00:00,67
1399059,2011-01-01 00:00:00,65
1399059,2012-01-01 00:00:00,127
1399059,2013-01-01 00:00:00,119
1399059,2014-01-01 00:00:00,73
1399095,2009-01-01 00:00:00,82
1399095,2011-01-01 00:00:00,1
1399095,2012-01-01 00:00:00,3
1399095,2013-01-01 00:00:00,5
13992142,2014-01-01 00:00:00,22
13992932,2014-01-01 00:00:00,51
13998322,2014-01-01 00:00:00,1
14000612,2014-01-01 00:00:00,4
1400280,2009-01-01 00:00:00,19
1400280,2010-01-01 00:00:00,53
1400280,2011-01-01 00:00:00,31
1400280,2012-01-01 00:00:00,14
1400280,2013-01-01 00:00:00,16
1400280,2014-01-01 00:00:00,5
14006232,2014-01-01 00:00:00,1
1400710,2009-01-01 00:00:00,60
1400710,2010-01-01 00:00:00,409
1400710,2011-01-01 00:00:00,205
1400710,2012-01-01 00:00:00,201
1400710,2013-01-01 00:00:00,684
1400710,2014-01-01 00:00:00,18
14010272,2014-01-01 00:00:00,10
14010642,2014-01-01 00:00:00,3
1401387,2009-01-01 00:00:00,109
14013882,2014-01-01 00:00:00,1
14020532,2014-01-01 00:00:00,34
14021512,2014-01-01 00:00:00,97
140217,2004-01-01 00:00:00,0
140217,2005-01-01 00:00:00,25
140217,2006-01-01 00:00:00,158
140217,2007-01-01 00:00:00,151
140217,2008-01-01 00:00:00,218
140217,2009-01-01 00:00:00,310
140217,2010-01-01 00:00:00,242
140217,2011-01-01 00:00:00,292
140217,2012-01-01 00:00:00,400
140217,2013-01-01 00:00:00,576
140217,2014-01-01 00:00:00,492
14023472,2014-01-01 00:00:00,40
14024252,2014-01-01 00:00:00,1
14024532,2014-01-01 00:00:00,34
14024862,2014-01-01 00:00:00,11
14025542,2014-01-01 00:00:00,1
14026062,2014-01-01 00:00:00,53
14026402,2014-01-01 00:00:00,70
14026872,2014-01-01 00:00:00,9
14028812,2014-01-01 00:00:00,43
1403055,2009-01-01 00:00:00,82
1403055,2010-01-01 00:00:00,660
1403055,2011-01-01 00:00:00,385
1403055,2012-01-01 00:00:00,647
1403055,2013-01-01 00:00:00,550
1403055,2014-01-01 00:00:00,70
14031032,2014-01-01 00:00:00,19
14031462,2014-01-01 00:00:00,32
14034042,2014-01-01 00:00:00,1
14035072,2014-01-01 00:00:00,186
1403523,2009-01-01 00:00:00,17
1403523,2010-01-01 00:00:00,14
1403523,2011-01-01 00:00:00,21
1403523,2012-01-01 00:00:00,312
1403523,2013-01-01 00:00:00,442
1403523,2014-01-01 00:00:00,65
14036792,2014-01-01 00:00:00,13
14036822,2014-01-01 00:00:00,56
14037712,2014-01-01 00:00:00,10
14038332,2014-01-01 00:00:00,14
14038372,2014-01-01 00:00:00,113
1404146,2009-01-01 00:00:00,309
1404146,2010-01-01 00:00:00,113
1404146,2011-01-01 00:00:00,2
1404146,2012-01-01 00:00:00,129
1404146,2013-01-01 00:00:00,219
1404146,2014-01-01 00:00:00,78
14042252,2014-01-01 00:00:00,35
1404366,2009-01-01 00:00:00,19
1404366,2010-01-01 00:00:00,12
14043872,2014-01-01 00:00:00,3
14046612,2014-01-01 00:00:00,12
1404700,2009-01-01 00:00:00,58
1404700,2010-01-01 00:00:00,116
1404700,2011-01-01 00:00:00,99
1404700,2012-01-01 00:00:00,137
1404700,2013-01-01 00:00:00,113
1404700,2014-01-01 00:00:00,86
14048532,2014-01-01 00:00:00,30
14049022,2014-01-01 00:00:00,40
14049292,2014-01-01 00:00:00,2
14049652,2014-01-01 00:00:00,55
14049792,2014-01-01 00:00:00,25
1405029,2009-01-01 00:00:00,39
1405029,2010-01-01 00:00:00,36
1405029,2011-01-01 00:00:00,79
1405029,2012-01-01 00:00:00,90
1405029,2013-01-01 00:00:00,35
1405029,2014-01-01 00:00:00,17
14050972,2014-01-01 00:00:00,46
14051672,2014-01-01 00:00:00,37
14054102,2014-01-01 00:00:00,51
14054212,2014-01-01 00:00:00,2
14054302,2014-01-01 00:00:00,7
14054682,2014-01-01 00:00:00,137
14055792,2014-01-01 00:00:00,250
14057402,2014-01-01 00:00:00,41
1405914,2009-01-01 00:00:00,16
1405914,2010-01-01 00:00:00,45
1405914,2011-01-01 00:00:00,87
1405914,2012-01-01 00:00:00,280
1405914,2013-01-01 00:00:00,233
1405914,2014-01-01 00:00:00,110
14061422,2014-01-01 00:00:00,7
1406166,2009-01-01 00:00:00,71
1406166,2010-01-01 00:00:00,145
1406166,2011-01-01 00:00:00,197
1406166,2012-01-01 00:00:00,350
1406166,2013-01-01 00:00:00,539
1406166,2014-01-01 00:00:00,361
1406240,2009-01-01 00:00:00,190
1406240,2010-01-01 00:00:00,605
1406240,2011-01-01 00:00:00,830
1406240,2012-01-01 00:00:00,831
1406240,2013-01-01 00:00:00,1474
1406240,2014-01-01 00:00:00,817
14062882,2014-01-01 00:00:00,61
14064582,2014-01-01 00:00:00,7
14065712,2014-01-01 00:00:00,25
14065832,2014-01-01 00:00:00,96
1406695,2009-01-01 00:00:00,4
1406695,2010-01-01 00:00:00,4
1406695,2013-01-01 00:00:00,4
14068202,2014-01-01 00:00:00,11
1406942,2009-01-01 00:00:00,1
1406942,2010-01-01 00:00:00,1
1406942,2011-01-01 00:00:00,1
1406942,2012-01-01 00:00:00,1
1406942,2013-01-01 00:00:00,1
14069952,2014-01-01 00:00:00,9
14071332,2014-01-01 00:00:00,9
14072542,2014-01-01 00:00:00,6
14072952,2014-01-01 00:00:00,2
1407481,2009-01-01 00:00:00,140
1407481,2010-01-01 00:00:00,169
1407481,2011-01-01 00:00:00,98
1407481,2012-01-01 00:00:00,3
1407481,2013-01-01 00:00:00,25
1407481,2014-01-01 00:00:00,15
14074982,2014-01-01 00:00:00,18
14075252,2014-01-01 00:00:00,10
1407736,2009-01-01 00:00:00,13
1407736,2010-01-01 00:00:00,48
1407736,2011-01-01 00:00:00,74
1407736,2012-01-01 00:00:00,26
1407736,2013-01-01 00:00:00,79
1407736,2014-01-01 00:00:00,97
1407765,2009-01-01 00:00:00,4
1407765,2010-01-01 00:00:00,62
1407959,2009-01-01 00:00:00,148
1407959,2010-01-01 00:00:00,526
1407959,2011-01-01 00:00:00,445
1407959,2012-01-01 00:00:00,699
1407959,2013-01-01 00:00:00,995
1407959,2014-01-01 00:00:00,1718
14083122,2014-01-01 00:00:00,2
14083972,2014-01-01 00:00:00,2
14086082,2014-01-01 00:00:00,5
14089582,2014-01-01 00:00:00,5
14092382,2014-01-01 00:00:00,5
1409326,2009-01-01 00:00:00,24
1409326,2010-01-01 00:00:00,47
1409326,2011-01-01 00:00:00,48
1409326,2012-01-01 00:00:00,148
1409326,2013-01-01 00:00:00,130
1409326,2014-01-01 00:00:00,103
1409399,2009-01-01 00:00:00,33
1409399,2010-01-01 00:00:00,85
1409399,2011-01-01 00:00:00,88
1409399,2012-01-01 00:00:00,114
1409399,2013-01-01 00:00:00,119
1409399,2014-01-01 00:00:00,72
14095502,2014-01-01 00:00:00,66
1409890,2009-01-01 00:00:00,42
1409890,2010-01-01 00:00:00,11
1409890,2011-01-01 00:00:00,51
1409890,2012-01-01 00:00:00,12
14101622,2014-01-01 00:00:00,69
14102382,2014-01-01 00:00:00,6
14104962,2014-01-01 00:00:00,21
14105292,2014-01-01 00:00:00,31
14105422,2014-01-01 00:00:00,7
14106722,2014-01-01 00:00:00,89
14107282,2014-01-01 00:00:00,4
14110042,2014-01-01 00:00:00,5
14116202,2014-01-01 00:00:00,11
14116902,2014-01-01 00:00:00,2
1411880,2009-01-01 00:00:00,35
1411880,2010-01-01 00:00:00,69
1411880,2011-01-01 00:00:00,69
1411880,2012-01-01 00:00:00,126
1411880,2013-01-01 00:00:00,128
